Unnamed: 0,source,question,answer,img_id,abnormility_location,abnormility_color
3205,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glds49b071ug3s35hh0,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,pink; red; white; yellow
3228,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glds49f071uelg59ub0,center; center-right; lower-center; lower-right; upper-center; upper-right,pink; red; white
3234,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glds49j071uez9p75w9,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
3259,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glds49n071ub8xd31uc,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
3277,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glds49r071uc4a4amxd,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,pink; red; white
3282,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glds49v071u08w57r94,center; center-left; center-right; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
3307,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glds49z071u2jyvcspl,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
3316,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glds4a3071uh8e7cjrw,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,pink; red; white
3340,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glds4a7071uf7564y7a,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
3362,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glds4ab071ucfnb4ifa,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
3368,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glds4af071uc0qg6nsg,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,pink; red; white; yellow
3399,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glds4aj071u7k0ec1xd,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,pink; red; white
3413,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glds4an071ucysb3w23,center; center-left; center-right; lower-right; upper-center; upper-left; upper-right,pink; red; white
3425,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gles4ar071ue3wegs7a,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,pink; red; white
3436,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gles4av071uchcyb17x,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
3456,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gles4az071u42vp9mmx,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
3479,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gles4b3071uf3ys5xf3,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
3498,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gles4b7071u3ryl9tjq,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
3514,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gles4bb071u28nkgev6,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
3530,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gles4bf071u0hjs3axx,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
3541,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gles4bj071u6rxicrf7,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,pink; red; white
3566,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gles4bn071u1s4v4uz0,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
3586,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gles4bv071u0g5iddis,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
3590,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gles4bz071u8fr012hd,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
3611,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gles4c3071u4ctg8u80,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
3622,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gles4c7071u9poffsgn,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
3653,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gles4cb071u30p914fw,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
3664,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gles4cf071ubi4chiqb,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
3682,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glfs4cj071u5kek6b66,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
3698,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glfs4cn071u0m2x8rre,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
3709,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glfs4cr071ueoca9u0i,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,red
3735,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glfs4cv071u0btu07hy,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
3754,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glfs4cz071u1fgq28zx,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
3771,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glfs4d3071u2fq0313f,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
3781,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glfs4d7071u447u26s7,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
3804,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glfs4db071u3kfi3wqj,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
3816,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glfs4df071u98r5gart,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
3837,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glfs4dj071u1y9ba7ic,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
3858,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glfs4dn071ugbvrazqs,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
3869,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glfs4dr071u4szgddq4,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
3889,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glfs4dv071u2r6kf5ir,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
3906,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glfs4dz071u4zz3h11m,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
3922,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glfs4e3071ucwo1fphn,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
3931,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glfs4e7071u35tje04s,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
3944,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glgs4eb071u31fa4soe,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
3974,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glgs4ef071uc71f2gdf,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
3983,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glgs4ej071u4bkd4px4,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4003,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glgs4en071u90m6cq1k,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
4013,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glgs4er071udnzn4r9b,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4040,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glgs4ev071u2jy8d6d0,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
4048,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glgs4ez071u8svee8wo,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
4074,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glgs4f3071u9cuffv0z,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4090,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glgs4f7071u3pow4akf,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4110,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glgs4fb071ufpu576g9,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4130,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glgs4ff071u8us5dw3j,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4141,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glgs4fj071ugt8ohlwm,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,red; grey
4158,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glgs4fn071u5ifkd24r,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4176,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glgs4fr071u8va312m9,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4183,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glgs4fv071uf4ux93ks,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4203,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glgs4fz071ucke45065,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4231,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glhs4g3071ufew60vx0,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4243,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glhs4g7071ud1217l9u,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4261,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glhs4gb071u0lgxbuwy,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4270,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glhs4gf071ua2c3a0gs,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4295,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glhs4gj071ubt4b5sfv,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4305,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glhs4gn071u52j3hlkn,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4325,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glhs4gr071u8ww4c6gf,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
4346,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glhs4gv071uhfx8hwoo,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4362,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glhs4gz071u8nte4r4w,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4371,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glhs4h3071udw551juj,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4386,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glhs4h7071ufsvccrv7,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4416,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glhs4hb071u8ksn6l73,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4433,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glhs4hf071uc9p9a8v6,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
4443,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glhs4hj071u12yyex9f,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4456,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glhs4hn071u98a08qev,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4478,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glhs4hr071uhjwycgv7,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4494,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glhs4hv071ubw6ad94k,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4505,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glis4hz071u07tyhe3a,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4537,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glis4i3071u5rw5eer8,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4542,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glis4i7071uayhe7zjh,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4569,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glis4ib071u1i14a7ce,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4587,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glis4if071u86jxeue6,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4602,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glis4ij071uf0lhhgr8,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4612,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glis4in071uh54x4ih5,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4638,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glis4ir071u2kjr3vd4,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4648,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glis4iv071u1m100ttj,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4668,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glis4iz071u0w216ekw,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4678,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glis4j3071u0zef4fft,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4699,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glis4j7071u8wd17ygy,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4716,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glis4jb071u9dny0zkz,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4742,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glis4jf071u1vl5gjhg,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4750,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glis4jj071ub5c57d9g,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4773,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glis4jn071ubfw9bdud,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4780,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glis4jr071u609j0v6b,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4798,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gljs4jv071uck7ne3gg,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
4812,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gljs4jz071u3awv8vsp,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4837,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gljs4k3071u70un91au,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4845,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gljs4k7071u3s8vhkea,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4862,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gljs4kb071u1b18d156,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
4894,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gljs4kf071u74o51olo,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4903,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gljs4kj071ufgaectxo,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4913,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gljs4kn071ubqx68a5p,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4943,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gljs4kr071u2qbo8zyu,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4947,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gljs4kv071ugpko5fhz,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4975,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gljs4kz071uaa8h1tjs,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4997,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gljs4l3071u9i3o4zmr,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
4999,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glks4l7071u8901dvq0,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
5020,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glks4lb071u2xo3309v,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
5043,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glks4lf071u6fy1d5ov,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
5064,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glks4lj071ubi733tn9,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
5076,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glks4ln071u6ufy4pd9,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
5097,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glks4lr071u6gschk16,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
5100,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,polyp; ulcerative colitis,cla820glks4lv071u2rqfar1d,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
5120,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glks4lz071ubsuc0pzr,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
5133,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glks4m3071ubdpv709c,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
5159,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glks4m7071u21t58x4i,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
5173,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glls4mb071uflw5cath,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
5193,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glls4mf071ub9sx3pm6,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
5212,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glls4mj071uaz64hgj3,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
5223,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glls4mn071u0jbea274,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
5236,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glls4mr071ud57z5zq2,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
5265,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glls4mv071u765tggf2,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
5284,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glls4mz071u0cuo22tn,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
5287,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glls4n3071ub1dx9cxn,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red; white
5312,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glls4n7071uew2z0t79,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
5324,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glls4nb071u3qtv0ops,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
5338,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glls4nf071u5311ciqa,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
5368,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glls4nj071uczhd0lu8,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
5381,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glls4nn071u8mb6hls1,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
5400,Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820glms4nr071u3lxf2s1v,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,pink; red
